[CURSOR-ABS] hand=(0.381,0.237) filter=(0.427,0.198) target=(1038,335) cursor=(999,318)
[CURSOR-ABS] hand=(0.380,0.257) filter=(0.419,0.208) target=(1071,357) cursor=(1038,335)
[CURSOR-ABS] hand=(0.381,0.275) filter=(0.412,0.220) target=(1097,383) cursor=(1071,357)
[CURSOR-ABS] hand=(0.385,0.291) filter=(0.407,0.233) target=(1117,411) cursor=(1097,383)
[CURSOR-ABS] hand=(0.388,0.306) filter=(0.403,0.246) target=(1130,440) cursor=(1117,411)
[CURSOR-ABS] hand=(0.392,0.326) filter=(0.401,0.260) target=(1138,470) cursor=(1130,440)
[CURSOR-ABS] hand=(0.396,0.345) filter=(0.400,0.276) target=(1141,504) cursor=(1138,470)
[CURSOR-ABS] hand=(0.403,0.361) filter=(0.401,0.291) target=(1140,537) cursor=(1141,503)
[CURSOR-ABS] hand=(0.410,0.378) filter=(0.404,0.318) target=(1129,596) cursor=(1140,537)
[CURSOR-ABS] hand=(0.422,0.396) filter=(0.407,0.333) target=(1116,627) cursor=(1129,595)
[CURSOR-ABS] hand=(0.435,0.413) filter=(0.412,0.347) target=(1099,658) cursor=(1117,626)
[CURSOR-ABS] hand=(0.449,0.428) filter=(0.418,0.362) target=(1074,690) cursor=(1099,658)
[CURSOR-ABS] hand=(0.466,0.443) filter=(0.426,0.377) target=(1042,722) cursor=(1074,690)
[CURSOR-ABS] hand=(0.484,0.444) filter=(0.437,0.390) target=(1002,750) cursor=(1042,722)
[CURSOR-ABS] hand=(0.503,0.433) filter=(0.448,0.398) target=(957,767) cursor=(1003,750)
[CURSOR-ABS] hand=(0.517,0.410) filter=(0.461,0.400) target=(910,772) cursor=(957,767)
[CURSOR-ABS] hand=(0.530,0.384) filter=(0.473,0.397) target=(862,766) cursor=(910,772)
[CURSOR-ABS] hand=(0.532,0.349) filter=(0.484,0.389) target=(821,747) cursor=(862,766)
[CURSOR-ABS] hand=(0.532,0.319) filter=(0.493,0.377) target=(787,721) cursor=(821,748)
[CURSOR-ABS] hand=(0.524,0.287) filter=(0.498,0.361) target=(765,688) cursor=(787,722)
